tx_id,time,target,action,status,object,state,attempts,notes,collected_at
1781298647908-658-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298649759-659-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298653565-661-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298655344-662-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298651665-660-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298646056-657-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298619535-642-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298626859-646-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298612605-638-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298607533-635-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298615799-640-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298623302-644-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298604323-633-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298635367-651-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298602789-632-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298633640-650-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298640475-654-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298630365-648-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298621457-643-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298644168-656-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298605865-634-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298632037-649-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298642277-655-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298617587-641-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298609303-636-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298625035-645-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298614208-639-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298638817-653-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298637144-652-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298628591-647-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298610952-637-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781211601082-555-594658319,2026-06-12 23:01 CEST,BEAT,"Batch Process, Data Publish",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781293396925-743-1930633891,2026-06-12 21:43 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781254860171-710-1309372569,2026-06-12 19:01 CEST,ODC,MCN Planned Date Update From ODC System,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781280252227-741-1930633891,2026-06-12 18:04 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781280226691-739-1464075343,2026-06-12 18:03 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781280226505-737-1082244522,2026-06-12 18:03 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781280226692-740-1930633891,2026-06-12 18:03 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781280226505-738-1343014908,2026-06-12 18:03 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781277352475-736-1930633891,2026-06-12 17:15 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781271877589-732-1082244522,2026-06-12 15:44 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781271878142-734-1464075343,2026-06-12 15:44 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781271877590-733-1343014908,2026-06-12 15:44 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781271878142-735-1930633891,2026-06-12 15:44 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781268144787-731-1930633891,2026-06-12 14:42 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781267033814-729-1930633891,2026-06-12 14:24 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781267040600-730-1930633891,2026-06-12 14:24 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781267019334-728-1342620982,2026-06-12 14:23 CEST,GLOPPS,Data Publish,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781266208508-3-968590735,2026-06-12 14:10 CEST,KOLA -> Windchill,Request Reply,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781266177168-726-1959093047,2026-06-12 14:09 CEST,ODC,Material Status Info,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781265906747-627-1677493415,2026-06-12 14:05 CEST,ESW-SyncPart,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781265906747-628-1677493415,2026-06-12 14:05 CEST,ESW-SyncPart,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781265906746-626-1677493415,2026-06-12 14:05 CEST,ESW-SyncDCN,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781265813470-624-1677493415,2026-06-12 14:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781265813470-625-1677493415,2026-06-12 14:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781265813469-623-1677493415,2026-06-12 14:03 CEST,ESW-SyncDCN,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781264518326-723-1930633891,2026-06-12 13:42 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262574448-722-1930633891,2026-06-12 13:09 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262488802-720-1464075343,2026-06-12 13:08 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262487967-719-1343014908,2026-06-12 13:08 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262487967-718-1082244522,2026-06-12 13:08 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262488802-721-1930633891,2026-06-12 13:08 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262161314-714-1343014908,2026-06-12 13:02 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262161314-713-1082244522,2026-06-12 13:02 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262161414-715-1464075343,2026-06-12 13:02 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262177714-717-1930633891,2026-06-12 13:02 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781262161414-716-1930633891,2026-06-12 13:02 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700089-621-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700089-619-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700089-618-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700089-622-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700088-615-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700089-620-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700088-614-1677493415,2026-06-12 12:21 CEST,ESW-SyncDCN,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700088-617-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259700088-616-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603951-606-1677493415,2026-06-12 12:20 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603950-605-1677493415,2026-06-12 12:20 CEST,ESW-SyncDCN,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603951-607-1677493415,2026-06-12 12:20 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603952-613-1677493415,2026-06-12 12:20 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603951-609-1677493415,2026-06-12 12:20 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603952-612-1677493415,2026-06-12 12:20 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603951-608-1677493415,2026-06-12 12:20 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603951-610-1677493415,2026-06-12 12:20 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781259603951-611-1677493415,2026-06-12 12:20 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781255116002-8-2105695092,2026-06-12 11:05 CEST,GLOPPS,Data Publish,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781226059228-51-414034230,2026-06-12 11:01 CEST,ODC,MCN Planned Date Update From ODC System,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781254592288-5-7330250,2026-06-12 10:56 CEST,GLOPPS,Data Publish,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781254592193-4-385865976,2026-06-12 10:56 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781254592374-6-1707102878,2026-06-12 10:56 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781254592186-3-1216190436,2026-06-12 10:56 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781254592375-7-556743135,2026-06-12 10:56 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781251673633-708-1930633891,2026-06-12 10:07 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781251676155,2026-06-12 10:07 CEST,VPM,Extract CAD Files,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781251678675-709-1930633891,2026-06-12 10:07 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781251570045-706-1930633891,2026-06-12 10:06 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781251192071-705-1930633891,2026-06-12 09:59 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781251149834,2026-06-12 09:59 CEST,VPM,Extract CAD Files,Success,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781092587750-11-1192232140,2026-06-10 13:56 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1780297201418-6-1726329946,2026-06-01 09:00 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 04:14:57
1781298647908-658-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298649759-659-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298653565-661-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298655344-662-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298651665-660-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298646056-657-444815202,2026-06-12 23:11 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298619535-642-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298626859-646-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298612605-638-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298607533-635-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298615799-640-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298623302-644-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298604323-633-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298635367-651-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298602789-632-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298633640-650-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298640475-654-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298630365-648-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298621457-643-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298644168-656-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298605865-634-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298632037-649-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298642277-655-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298617587-641-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298609303-636-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298625035-645-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298614208-639-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298638817-653-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298637144-652-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298628591-647-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781298610952-637-444815202,2026-06-12 23:10 CEST,GLOPPS -> WINDCHILL,Data Update,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781211601082-555-594658319,2026-06-12 23:01 CEST,BEAT,"Batch Process, Data Publish",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781293396925-743-1930633891,2026-06-12 21:43 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781254860171-710-1309372569,2026-06-12 19:01 CEST,ODC,MCN Planned Date Update From ODC System,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781280252227-741-1930633891,2026-06-12 18:04 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781280226691-739-1464075343,2026-06-12 18:03 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781280226505-737-1082244522,2026-06-12 18:03 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781280226692-740-1930633891,2026-06-12 18:03 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781280226505-738-1343014908,2026-06-12 18:03 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781277352475-736-1930633891,2026-06-12 17:15 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781271877589-732-1082244522,2026-06-12 15:44 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781271878142-734-1464075343,2026-06-12 15:44 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781271877590-733-1343014908,2026-06-12 15:44 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781271878142-735-1930633891,2026-06-12 15:44 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781268144787-731-1930633891,2026-06-12 14:42 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781267033814-729-1930633891,2026-06-12 14:24 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781267040600-730-1930633891,2026-06-12 14:24 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781267019334-728-1342620982,2026-06-12 14:23 CEST,GLOPPS,Data Publish,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781266208508-3-968590735,2026-06-12 14:10 CEST,KOLA -> Windchill,Request Reply,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781266177168-726-1959093047,2026-06-12 14:09 CEST,ODC,Material Status Info,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781265906747-627-1677493415,2026-06-12 14:05 CEST,ESW-SyncPart,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781265906747-628-1677493415,2026-06-12 14:05 CEST,ESW-SyncPart,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781265906746-626-1677493415,2026-06-12 14:05 CEST,ESW-SyncDCN,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781265813470-624-1677493415,2026-06-12 14:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781265813470-625-1677493415,2026-06-12 14:03 CEST,ESW-SyncPart,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781265813469-623-1677493415,2026-06-12 14:03 CEST,ESW-SyncDCN,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781264518326-723-1930633891,2026-06-12 13:42 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262574448-722-1930633891,2026-06-12 13:09 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262488802-720-1464075343,2026-06-12 13:08 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262487967-719-1343014908,2026-06-12 13:08 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262487967-718-1082244522,2026-06-12 13:08 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262488802-721-1930633891,2026-06-12 13:08 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262161314-714-1343014908,2026-06-12 13:02 CEST,FACTORYMASTER,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262161314-713-1082244522,2026-06-12 13:02 CEST,FADS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262161414-715-1464075343,2026-06-12 13:02 CEST,SPIS,Event Handling,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262177714-717-1930633891,2026-06-12 13:02 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781262161414-716-1930633891,2026-06-12 13:02 CEST,Change Report,Generate Report,Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781259700089-621-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781259700089-619-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781259700089-618-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
1781259700089-622-1677493415,2026-06-12 12:21 CEST,ESW-SyncDocument,"Event Handling, Data Collection",Success,N/A,N/A,N/A,N/A,2026-06-13 04:44:59
